STATE,COMPANY,CITY,NUMBER_OF_WORKERS,WARN_RECEIVED_DATE,EFFECTIVE_DATE,CLOSURE_LAYOFF,LAYOFFDURATION,REGION,COUNTY,INDUSTRY
Maryland,"MaxCyte, Inc. (MaxCyte Headquarters)",Rockville,20,2025-09-23 00:00:00,2025-11-21 00:00:00,layoff,temporary,Montgomery County,Rockville County,Professional Services
Mississippi,Spectra Laboratories,Southaven,155,2025-09-22 00:00:00,2025-11-25 00:00:00,layoff,temporary,MS Partnership,DeSoto,Healthcare & Social Assistance
Michigan,Spirit Airlines,Detroit,103,2025-09-22 00:00:00,2025-12-01 00:00:00,layoff,temporary,Northern,Wayne,Information
Washington,Overlake Medical Center & Clinics,Bellevue,55,2025-09-22 00:00:00,2025-11-23 00:00:00,layoff,permanent,Northern,Bellevue County,Healthcare
California,"MMCI Acquisition, LLC dba Mortech Manufacturing Company",Aerojet,46,2025-09-22 00:00:00,2025-12-01 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
Hawaii,Pulama Lanai (Rock & Concrete Operations),Honolulu,15,2025-09-22 00:00:00,2025-11-17 00:00:00,layoff,temporary,Northern,Honolulu County,Information
Ohio,Daniel Drake Center for Post-Acute Care,Cincinnati,474,2025-09-19 00:00:00,2025-09-19 00:00:00,closure,permanent,Northern,Hamilton,Healthcare
Washington,"Sundquist Fruit, LLC",Various,424,2025-09-19 00:00:00,2025-11-20 00:00:00,layoff,permanent,Northern,"Yakima, Franklin",Professional Services
Washington,"Monson Ranches Snake River Orchards, LLC DBA Goose Ridge Vineyards",City,310,2025-09-19 00:00:00,2025-11-07 00:00:00,layoff,permanent,Central,City County,Professional Services
Indiana,Raydia Food Group,South Bend,200,2025-09-19 00:00:00,2025-11-26 00:00:00,closure,temporary,Northern,South Bend County,Wholesale Trade
Illinois,Brookdale Senior Living/Brookdale Lake View,Chicago,117,2025-09-19 00:00:00,2025-09-19 00:00:00,closure,permanent,Northeast 4,Northeast 4,Other Services
Maryland,KIRA Aerospace LLC and KIRA Government Services LLC,Greenbelt,21,2025-09-19 00:00:00,2025-09-30 00:00:00,layoff,temporary,Prince George's,Greenbelt County,Admin & Support Services
Nebraska,Burlington Trailways,Omaha,11,2025-09-19 00:00:00,2025-09-19 00:00:00,closure,permanent,Northern,Omaha County,Transportation & Warehousing
North Carolina,"Blue Ridge Power, LLC",Fayetteville,348,2025-09-18 00:00:00,2025-11-18 00:00:00,layoff,permanent,Northern,Cumberland,Professional Services
North Carolina,"Blue Ridge Power, LLC",Asheville,169,2025-09-18 00:00:00,2025-11-18 00:00:00,layoff,permanent,Northern,Buncombe,Professional Services
Iowa,Burlington Trailways,Burlington,47,2025-09-18 00:00:00,2025-10-18 00:00:00,closure,temporary,Mississippi Valley,Des Moines,Transportation & Warehousing
Iowa,Burlington Trailways,Moines,8,2025-09-18 00:00:00,2025-10-18 00:00:00,closure,temporary,Central Iowa,Polk,Transportation & Warehousing
Iowa,Burlington Trailways,Davenport,7,2025-09-18 00:00:00,2025-10-18 00:00:00,closure,temporary,Mississippi Valley,Scott,Transportation & Warehousing
Iowa,Burlington Trailways,Burlington,6,2025-09-18 00:00:00,2025-10-18 00:00:00,closure,temporary,Mississippi Valley,Des Moines,Transportation & Warehousing
Iowa,Burlington Trailways,Davenport,6,2025-09-18 00:00:00,2025-10-18 00:00:00,closure,temporary,Mississippi Valley,Scott,Transportation & Warehousing
Iowa,Burlington Trailways,Rapids,5,2025-09-18 00:00:00,2025-10-18 00:00:00,closure,temporary,East Central Iowa,Linn,Transportation & Warehousing
Virginia,"ImmunityBio, Inc.",Arlington,1,2025-09-18 00:00:00,2025-11-17 00:00:00,layoff,temporary,Central,Halifax,Manufacturing
Washington,"AG Management Group, LLC",Yakima,1276,2025-09-17 00:00:00,2025-11-19 00:00:00,layoff,permanent,Northern,Yakima County,Professional Services
Washington,"Borton & Sons, Inc.",Various,1025,2025-09-17 00:00:00,2025-11-09 00:00:00,layoff,permanent,Northern,King,Manufacturing
Florida,"Boston Whaler, Inc.",Flagler,272,2025-09-17 00:00:00,2025-09-17 00:00:00,closure,permanent,Northern,Flagler County,Manufacturing
Washington,Seattle Children's Hospital,Kennewick,154,2025-09-17 00:00:00,2025-11-15 00:00:00,layoff,permanent,Northern,Kennewick County,Healthcare
California,"IPG DXTRA Entertainment, Inc. d/b/a Rogers & Cowan PMK Company",Los Angeles,108,2025-09-17 00:00:00,2025-11-16 00:00:00,layoff,temporary,Northern,Los Angeles County,Professional Services
Iowa,John Deere Waterloo Works,Waterloo,101,2025-09-17 00:00:00,2025-10-20 00:00:00,layoff,temporary,Northeast Iowa,Black Hawk,Manufacturing
California,"Arsenal Biosciences, Inc.",Oyster Point,100,2025-09-17 00:00:00,2025-11-14 00:00:00,layoff,temporary,Northern,San Mateo County,Professional Services
California,"Carbon, Inc.",Mills,78,2025-09-17 00:00:00,2025-11-17 00:00:00,layoff,temporary,Northern,San Mateo County,Manufacturing
Michigan,"CNC Logistics, Inc.",Walker,75,2025-09-17 00:00:00,2025-08-27 00:00:00,closure,permanent,Northern,Kent,Transportation & Warehousing
California,Azure Acres Treatment Center - 2264,Hill Sebastopol,61,2025-09-17 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,Sonoma County,Healthcare & Social Assistance
Iowa,John Deere Des Moines Works,Ankeny,40,2025-09-17 00:00:00,2025-11-03 00:00:00,layoff,temporary,Central Iowa,Polk,Manufacturing
California,Azure Acres Treatment Center - 7064,Corline,8,2025-09-17 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,Sonoma County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals,Owens,5,2025-09-17 00:00:00,2025-09-15 00:00:00,layoff,temporary,Northern,Alameda County,Healthcare & Social Assistance
California,Azure Acres Treatment Center - 11740,Occidental Sebastopol,5,2025-09-17 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,Sonoma County,Healthcare & Social Assistance
California,Azure Acres Treatment Center - 2641,Cottage,3,2025-09-17 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,Sacramento County,Healthcare & Social Assistance
California,Azure Acres Treatment Center 1160,Jacob,1,2025-09-17 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,Sacramento County,Healthcare & Social Assistance
California,Azure Acres Treatment Center - 5665,Burnside,1,2025-09-17 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,Sonoma County,Healthcare & Social Assistance
California,"Thermal Structures, Inc.",Railroad,447,2025-09-16 00:00:00,2025-11-24 00:00:00,closure,temporary,Northern,Riverside County,Manufacturing
Colorado,ACG Biologics,Louisville,278,2025-09-16 00:00:00,2025-09-16 00:00:00,closure,temporary,Boulder,nan County,Manufacturing
Minnesota,Illume Candles LLC,Grove,132,2025-09-16 00:00:00,2025-12-01 00:00:00,closure,temporary,Northern,Grove County,Retail
Oregon,Edwards Vacuum LLC,Hillsboro,128,2025-09-16 00:00:00,2025-09-16 00:00:00,layoff,temporary,Northern,Hillsboro County,Professional Services
California,Foundation for California Community Colleges,Q,113,2025-09-16 00:00:00,2025-11-14 00:00:00,layoff,temporary,Northern,Sacramento County,Healthcare & Social Assistance
Kentucky,"Leggett & Platt, Inc.",Louisville,100,2025-09-16 00:00:00,2025-11-10 00:00:00,closure,temporary,Bluegrass,Scott,Manufacturing
California,"CRC ED Treatment LLC, Montecatini, Inc. (2524)",La Costa,79,2025-09-16 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,San Diego County,Healthcare & Social Assistance
Florida,"Lazydays Holdings, LLC",Tampa,76,2025-09-16 00:00:00,2025-09-16 00:00:00,closure,permanent,Northern,Tampa County,Other Services
Nevada,XS Nightclub(Wynn Las Vegas),Vegas,70,2025-09-16 00:00:00,2026-06-30 00:00:00,closure,temporary,Bluegrass,Clark,"Mining, Quarrying, and Oil & Gas Extraction"
California,"G&C Staffing, LLC ""Gold Flora""",Ca,27,2025-09-16 00:00:00,2025-11-15 00:00:00,closure,temporary,Northern,Riverside County,Admin & Support Services
Iowa,Wells Fargo,Moines,12,2025-09-16 00:00:00,2025-11-14 00:00:00,other,temporary,Central Iowa,Polk,Finance & Insurance
California,"CRC ED Treatment LLC, Montecatini, Inc. (6183)",Paseo Del,5,2025-09-16 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,San Diego County,Healthcare & Social Assistance
California,"CRC ED Treatment LLC, Montecatini, Inc. (Remote)",Remote Carlsbad,3,2025-09-16 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,San Diego County,Healthcare & Social Assistance
Oregon,AGC Biologics,Falls,1,2025-09-16 00:00:00,2025-09-16 00:00:00,layoff,temporary,Northern,Falls County,Healthcare & Social Assistance
Washington,Columbia Orchard Management,Wenatchee,898,2025-09-15 00:00:00,2025-11-14 00:00:00,layoff,permanent,Northern,Wenatchee County,Professional Services
Washington,"Cascade View Fruit & Cold Storage, LLC",Selah,263,2025-09-15 00:00:00,2025-11-16 00:00:00,layoff,permanent,Northern,Selah County,Information
California,University of Southern California (Health Sciences Campus),Zonal,151,2025-09-15 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Education
Alabama,Magnolia Ridge Center/SunBridge Gardendale Health Care Center LLC,Gardendale,103,2025-09-15 00:00:00,2025-09-10 00:00:00,closure,temporary,Northern,Gardendale County,Healthcare
Illinois,Rising Pharma Holdings dba Rising Pharmaceuticals,Decatur,86,2025-09-15 00:00:00,2025-09-15 00:00:00,layoff,permanent,Central 1,Central 1,Manufacturing
Oregon,"Stefanini, Inc.; Cognizant at Nike World Headquarters",Beaverton,69,2025-09-15 00:00:00,2025-12-15 00:00:00,layoff,temporary,Northern,Beaverton County,Manufacturing
California,University of Southern California (Keck),San Pablo,4,2025-09-15 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Education
California,University of Southern California (HC2),San Pablo,1,2025-09-15 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Education
California,University of Southern California (Norris),Eastlake,1,2025-09-15 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Education
California,University of Southern California (Soto II),Los Angeles,1,2025-09-15 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Education
Washington,NWFM,Various,283,2025-09-12 00:00:00,2025-11-15 00:00:00,layoff,permanent,Northern,King,Retail Trade
California,University of Southern California,Trousdale,137,2025-09-12 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Education
Florida,"Jewish Community Center and Federation Weinberg Village, LLC",Tampa,61,2025-09-12 00:00:00,2025-09-12 00:00:00,closure,permanent,Northern,Tampa County,Admin & Support Services
California,21st Amendment Brewery Cafe,Williams,58,2025-09-12 00:00:00,2025-11-04 00:00:00,closure,temporary,Northern,Alameda County,Accommodation & Food Services
Illinois,"TouchPoint Support Services, LLC     (at Ascension Living St. Anne Place)",Rockford,37,2025-09-12 00:00:00,2025-09-12 00:00:00,layoff,permanent,Northern Stateline 5,Northern Stateline 5,Accommodation & Food Services
Florida,Jewish Community Center and Federation JCC Preschool North,Tampa,25,2025-09-12 00:00:00,2025-09-12 00:00:00,closure,permanent,Northern,Tampa County,Admin & Support Services
Illinois,"TouchPoint Support Services, LLC     (at Ascension Living St. Joseph Village)",Freeport,20,2025-09-12 00:00:00,2025-09-12 00:00:00,layoff,permanent,Northern Stateline 5,Northern Stateline 5,Accommodation & Food Services
California,21st Amendment Brewery Cafe,Ca,18,2025-09-12 00:00:00,2025-11-04 00:00:00,closure,temporary,Northern,San Francisco County,Accommodation & Food Services
Florida,Jewish Community Center and Federation JCC on the Cohn Campus,Tampa,4,2025-09-12 00:00:00,2025-09-12 00:00:00,closure,permanent,Northern,Tampa County,Admin & Support Services
Connecticut,PosiGen Developer LLC,Wethersfield,85,2025-09-12 00:00:00,2025-09-12 00:00:00,closure,temporary,Northern,Wethersfield County,Professional Services
Washington,Washington Orchard Management,Various,336,2025-09-11 00:00:00,2025-11-07 00:00:00,layoff,temporary,Northern,King,Professional Services
Michigan,Cole's Quality Food,Muskegon,175,2025-09-10 00:00:00,2025-11-09 00:00:00,closure,permanent,Northern,Muskegon,Accommodation & Food Services
North Carolina,CRC ED Treatment LLC,Durham,90,2025-09-10 00:00:00,2025-11-08 00:00:00,closure,permanent,Northern,Durham,Professional Services
Wisconsin,"Pregis Innovative Packaging, LLC",Germantown,48,2025-09-10 00:00:00,2026-04-30 00:00:00,closure,temporary,WOW,Washington,Manufacturing
"Washington, D.C.",Institute of International Education (amended),Louisville,46,2025-09-10 00:00:00,2025-09-28 00:00:00,layoff,temporary,Pueblo,nan County,Educational Services
California,Woodward West,Stallion Springs,24,2025-09-10 00:00:00,2025-11-03 00:00:00,closure,temporary,Northern,Kern County,Education
California,Kaiser Foundation Hospitals-Pleasanton,Hacienda,14,2025-09-10 00:00:00,2025-09-08 00:00:00,layoff,temporary,Northern,Alameda County,Healthcare & Social Assistance
Rhode Island,UNFI,Lincoln,2,2025-09-10 00:00:00,2025-11-14 00:00:00,layoff,temporary,Northern,Lincoln County,Wholesale Trade / Food Distribution
California,Kaiser Foundation Hospitals - 74 N. Pasadena,Pasadena,2,2025-09-10 00:00:00,2025-09-08 00:00:00,layoff,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals-Antioch,Creek Antioch,1,2025-09-10 00:00:00,2025-09-08 00:00:00,layoff,temporary,Northern,Contra Costa County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - Walnut Creek,Walnut Creek,1,2025-09-10 00:00:00,2025-09-08 00:00:00,layoff,temporary,Northern,Contra Costa County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - 99 S. Pasadena,Oakland,1,2025-09-10 00:00:00,2025-09-08 00:00:00,layoff,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
Hawaii,Monsanto Technology LLC,Statewide,85,2025-09-10 00:00:00,2025-12-22 00:00:00,other,temporary,Northern,Statewide County,Information
California,Epic Lightning Fast Service LLC,San Diego,116,2025-09-09 00:00:00,2025-10-31 00:00:00,closure,temporary,Northern,San Diego County,Transportation & Warehousing
California,Family YMCA of the Desert,Magnesia Falls,110,2025-09-09 00:00:00,2025-11-17 00:00:00,layoff,temporary,Northern,Riverside County,Healthcare & Social Assistance
Nebraska,Neenah Foundry,Lincoln,103,2025-09-09 00:00:00,2025-12-31 00:00:00,closure,permanent,Northern,Lincoln County,Manufacturing
Colorado,Safeway Inc. Store 1792,Louisville,85,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Pikes Peak,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 1038,Louisville,65,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Denver,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 0881,Louisville,64,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Adams,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 0835,Louisville,63,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Pikes Peak,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 0017,Louisville,62,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Arapahoe/Douglas,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 0137,Louisville,61,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Arapahoe/Douglas,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 3723,Louisville,60,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Rural Consortium,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 0862,Louisville,54,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Larimer,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 1721,Louisville,53,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Rural Consortium,nan County,Wholesale Trade
Colorado,Safeway Inc. Store 2915,Louisville,50,2025-09-09 00:00:00,2025-09-09 00:00:00,closure,temporary,Larimer,nan County,Wholesale Trade
Nebraska,Safeway Store 2563,Chadron,49,2025-09-09 00:00:00,2025-11-07 00:00:00,closure,permanent,Northern,Chadron County,Retail Trade
California,"Revol Greens CA, LLC",Pellisier,42,2025-09-09 00:00:00,2025-11-08 00:00:00,closure,temporary,Northern,Kern County,Agriculture
Georgia,Global Resource International/ Alleset INC.,Corners,41,2025-09-09 00:00:00,2025-11-14 00:00:00,closure,temporary,Northern,Gwinnett,Manufacturing
Iowa,Winnebago Industries,City,3,2025-09-09 00:00:00,2025-10-10 00:00:00,other,temporary,Northeast Iowa,Winnebago,Manufacturing
California,Walmart,W Florida,106,2025-09-08 00:00:00,2025-12-12 00:00:00,closure,temporary,Northern,Riverside County,Wholesale Trade
California,Walmart,Rita Pleasanton,87,2025-09-08 00:00:00,2025-12-12 00:00:00,closure,temporary,Northern,Alameda County,Wholesale Trade
Washington,Microsoft,Redmond,42,2025-09-08 00:00:00,2025-11-07 00:00:00,layoff,permanent,Northern,Redmond County,Information
Illinois,The RoomPlace and Harlem Furniture,Lombard,35,2025-09-08 00:00:00,2025-09-08 00:00:00,closure,permanent,Northeast 4,Northeast 4,Retail
Washington,Virginia Mason Franciscan Health Virtual Health Services,Tacoma,24,2025-09-08 00:00:00,2025-11-10 00:00:00,layoff,permanent,Northern,Tacoma County,Healthcare
Maryland,Elme Support Services LLC,Bethesda,22,2025-09-08 00:00:00,2025-11-07 00:00:00,layoff,temporary,Montgomery County,Bethesda County,Admin & Support Services
Washington,Virginia Mason Franciscan Health Insurance Verification,Tacoma,6,2025-09-08 00:00:00,2025-11-07 00:00:00,layoff,permanent,Northern,Tacoma County,Healthcare
Illinois,Weiss Memorial Hospital,Chicago,289,2025-09-05 00:00:00,2025-09-05 00:00:00,layoff,permanent,Northeast 4,Northeast 4,Healthcare & Social Assistance
Wisconsin,Saputo Cheese USA Inc,Suamico,240,2025-09-05 00:00:00,2025-11-01 00:00:00,closure,temporary,Bay Area,Brown,Manufacturing
Wisconsin,Air Wisconsin Airlines LLC (ATW),Appleton,127,2025-09-05 00:00:00,2025-10-28 00:00:00,other,temporary,Bay Area,Outagamie,Transportation & Warehousing
California,"NeueHouse, Inc. (6121)",Los Angeles,108,2025-09-05 00:00:00,2025-09-05 00:00:00,closure,temporary,Northern,Los Angeles County,Other Services
Wisconsin,Air Wisconsin Airlines LLC (MKE),Milwaukee,84,2025-09-05 00:00:00,2025-10-28 00:00:00,other,temporary,Milwaukee,Milwaukee,Transportation & Warehousing
Tennessee,Tenneco,Hill,82,2025-09-05 00:00:00,2025-12-02 00:00:00,layoff,permanent,Northern,Wilson,Automotive Manufacturing
Wisconsin,360x Logistics LLC,Sturtevant,59,2025-09-05 00:00:00,2025-10-04 00:00:00,other,temporary,Southeast,Racine,Transportation & Warehousing
